10	/N + 1 EM	ISSIVITY	COEFFTS./				
5680.9	A  24  35	/FILMEM	= #7_ls#n	1/TYPE =	EXCIT	/INDM = T	/ISEL =    1
4.27E-19	3.66E-19	1.59E-17	6.15E-18	2.74E-18	1.37E-18	7.65E-19	4.65E-19
3.14E-19	2.60E-19	2.86E-19	3.88E-19	5.72E-19	8.15E-19	1.02E-18	1.08E-18
9.62E-19	7.53E-19	5.39E-19	3.62E-19	2.33E-19	1.46E-19	9.01E-20	5.52E-20
3.37E-20	2.04E-20	1.24E-20	7.53E-21	4.60E-21	2.82E-21	1.74E-21	1.08E-21
6.68E-22	4.15E-22	2.58E-22					
3.75E-19	3.25E-19	2.66E-17	9.13E-18	3.61E-18	1.63E-18	8.29E-19	4.69E-19
2.99E-19	2.32E-19	2.40E-19	3.07E-19	4.36E-19	6.09E-19	7.58E-19	7.97E-19
7.11E-19	5.60E-19	4.04E-19	2.74E-19	1.78E-19	1.13E-19	7.04E-20	4.36E-20
2.69E-20	1.65E-20	1.01E-20	6.18E-21	3.80E-21	2.35E-21	1.46E-21	9.10E-22
5.68E-22	3.55E-22	2.22E-22					
3.04E-19	2.67E-19	4.55E-17	1.37E-17	4.74E-18	1.89E-18	8.63E-19	4.47E-19
2.64E-19	1.90E-19	1.81E-19	2.17E-19	2.95E-19	4.02E-19	4.94E-19	5.17E-19
4.64E-19	3.68E-19	2.69E-19	1.85E-19	1.22E-19	7.90E-20	5.02E-20	3.16E-20
1.98E-20	1.23E-20	7.65E-21	4.76E-21	2.97E-21	1.86E-21	1.17E-21	7.35E-22
4.64E-22	2.92E-22	1.84E-22					
2.34E-19	2.07E-19	7.98E-17	2.14E-17	6.48E-18	2.26E-18	9.20E-19	4.29E-19
2.31E-19	1.50E-19	1.29E-19	1.42E-19	1.82E-19	2.37E-19	2.84E-19	2.94E-19
2.63E-19	2.10E-19	1.56E-19	1.09E-19	7.32E-20	4.81E-20	3.12E-20	2.01E-20
1.29E-20	8.19E-21	5.19E-21	3.30E-21	2.10E-21	1.34E-21	8.58E-22	5.49E-22
3.52E-22	2.25E-22	1.44E-22					
1.81E-19	1.61E-19	1.44E-16	3.57E-17	9.78E-18	3.08E-18	1.13E-18	4.76E-19
2.31E-19	1.34E-19	1.00E-19	9.81E-20	1.14E-19	1.39E-19	1.58E-19	1.59E-19
1.40E-19	1.11E-19	8.24E-20	5.80E-20	3.94E-20	2.63E-20	1.73E-20	1.13E-20
7.40E-21	4.79E-21	3.09E-21	2.01E-21	1.31E-21	8.52E-22	5.57E-22	3.64E-22
2.38E-22	1.56E-22	1.02E-22					
1.48E-19	1.31E-19	2.50E-16	6.06E-17	1.60E-17	4.78E-18	1.64E-18	6.42E-19
2.86E-19	1.49E-19	9.60E-20	8.05E-20	8.24E-20	9.06E-20	9.54E-20	9.08E-20
7.76E-20	6.06E-20	4.44E-20	3.11E-20	2.12E-20	1.42E-20	9.37E-21	6.18E-21
4.05E-21	2.64E-21	1.72E-21	1.13E-21	7.42E-22	4.90E-22	3.25E-22	2.16E-22
1.44E-22	9.56E-23	6.36E-23					
1.30E-19	1.15E-19	3.87E-16	9.54E-17	2.54E-17	7.62E-18	2.56E-18	9.62E-19
4.07E-19	1.96E-19	1.11E-19	7.87E-20	6.82E-20	6.58E-20	6.28E-20	5.60E-20
4.58E-20	3.49E-20	2.52E-20	1.75E-20	1.19E-20	7.95E-21	5.27E-21	3.48E-21
2.29E-21	1.49E-21	9.73E-22	6.39E-22	4.21E-22	2.79E-22	1.85E-22	1.24E-22
8.29E-23	5.56E-23	3.73E-23					
1.22E-19	1.07E-19	5.12E-16	1.30E-16	3.57E-17	1.10E-17	3.73E-18	1.39E-18
5.79E-19	2.68E-19	1.39E-19	8.46E-20	6.15E-20	5.07E-20	4.31E-20	3.56E-20
2.77E-20	2.05E-20	1.45E-20	1.00E-20	6.76E-21	4.52E-21	3.00E-21	1.99E-21
1.31E-21	8.60E-22	5.63E-22	3.71E-22	2.45E-22	1.63E-22	1.08E-22	7.26E-23
4.87E-23	3.27E-23	2.21E-23					
5649.8	A  24  35	/FILMEM	= #7_ls#n	1/TYPE =	RECOM	/INDM = T	/ISEL =   10
1.00E+06	2.46E+06	6.06E+06	1.49E+07	3.67E+07	9.05E+07	2.23E+08	5.48E+08
1.35E+09	3.32E+09	8.19E+09	2.02E+10	4.96E+10	1.22E+11	3.01E+11	7.41E+11
1.82E+12	4.49E+12	1.11E+13	2.72E+13	6.70E+13	1.65E+14	4.06E+14	1.00E+15
1.00E-01	1.40E-01	1.97E-01	2.76E-01	3.87E-01	5.44E-01	7.63E-01	1.07E+00
1.50E+00	2.11E+00	2.96E+00	4.15E+00	5.82E+00	8.16E+00	1.15E+01	1.61E+01
2.25E+01	3.16E+01	4.44E+01	6.22E+01	8.73E+01	1.23E+02	1.72E+02	2.41E+02
3.38E+02	4.75E+02	6.66E+02	9.35E+02	1.31E+03	1.84E+03	2.58E+03	3.62E+03
5.08E+03	7.13E+03	1.00E+04					
1.78E-18	1.48E-18	2.53E-18	2.65E-18	1.91E-18	1.51E-18	1.16E-18	9.04E-19
7.82E-19	1.05E-18	2.19E-18	4.58E-18	7.57E-18	9.91E-18	1.06E-17	9.77E-18
7.97E-18	5.95E-18	4.18E-18	2.81E-18	1.83E-18	1.17E-18	7.38E-19	4.60E-19
2.85E-19	1.75E-19	1.07E-19	6.52E-20	3.97E-20	2.42E-20	1.48E-20	9.01E-21
5.50E-21	3.35E-21	2.05E-21					
1.78E-18	1.48E-18	4.82E-18	2.43E-18	2.00E-18	1.52E-18	1.17E-18	9.08E-19
7.80E-19	1.03E-18	2.09E-18	4.33E-18	7.12E-18	9.32E-18	1.00E-17	9.20E-18
7.51E-18	5.61E-18	3.94E-18	2.65E-18	1.73E-18	1.11E-18	6.96E-19	4.34E-19
2.69E-19	1.65E-19	1.01E-19	6.17E-20	3.76E-20	2.30E-20	1.40E-20	8.55E-21
5.22E-21	3.19E-21	1.95E-21					
1.78E-18	1.48E-18	2.88E-17	2.28E-18	2.11E-18	1.53E-18	1.19E-18	9.13E-19
7.79E-19	1.01E-18	1.99E-18	4.07E-18	6.66E-18	8.71E-18	9.35E-18	8.60E-18
7.02E-18	5.25E-18	3.69E-18	2.48E-18	1.62E-18	1.04E-18	6.54E-19	4.08E-19
2.53E-19	1.56E-19	9.52E-20	5.82E-20	3.55E-20	2.17E-20	1.32E-20	8.08E-21
4.93E-21	3.01E-21	1.84E-21					
1.78E-18	1.48E-18	6.28E-17	2.29E-18	2.18E-18	1.56E-18	1.20E-18	9.21E-19
7.80E-19	9.84E-19	1.89E-18	3.80E-18	6.18E-18	8.06E-18	8.66E-18	7.97E-18
6.51E-18	4.87E-18	3.43E-18	2.31E-18	1.51E-18	9.68E-19	6.11E-19	3.82E-19
2.37E-19	1.46E-19	8.92E-20	5.45E-20	3.33E-20	2.04E-20	1.24E-20	7.60E-21
4.64E-21	2.84E-21	1.73E-21					
1.78E-18	1.48E-18	1.62E-17	2.54E-18	2.19E-18	1.59E-18	1.22E-18	9.30E-19
7.82E-19	9.62E-19	1.78E-18	3.52E-18	5.69E-18	7.40E-18	7.94E-18	7.31E-18
5.97E-18	4.48E-18	3.16E-18	2.13E-18	1.39E-18	8.95E-19	5.65E-19	3.54E-19
2.20E-19	1.35E-19	8.30E-20	5.08E-20	3.11E-20	1.90E-20	1.16E-20	7.11E-21
4.35E-21	2.66E-21	1.63E-21					
1.78E-18	1.48E-18	4.02E-18	2.99E-18	2.18E-18	1.64E-18	1.24E-18	9.42E-19
7.85E-19	9.42E-19	1.69E-18	3.26E-18	5.23E-18	6.77E-18	7.25E-18	6.67E-18
5.45E-18	4.09E-18	2.89E-18	1.95E-18	1.28E-18	8.21E-19	5.19E-19	3.26E-19
2.03E-19	1.25E-19	7.67E-20	4.70E-20	2.88E-20	1.76E-20	1.08E-20	6.61E-21
4.05E-21	2.48E-21	1.52E-21					
1.78E-18	1.48E-18	3.17E-18	3.38E-18	2.22E-18	1.69E-18	1.26E-18	9.55E-19
7.90E-19	9.26E-19	1.61E-18	3.04E-18	4.82E-18	6.21E-18	6.63E-18	6.09E-18
4.97E-18	3.73E-18	2.63E-18	1.78E-18	1.16E-18	7.48E-19	4.74E-19	2.97E-19
1.85E-19	1.14E-19	7.02E-20	4.31E-20	2.64E-20	1.62E-20	9.93E-21	6.09E-21
3.74E-21	2.29E-21	1.41E-21					
1.78E-18	1.48E-18	5.20E-18	3.25E-18	2.39E-18	1.74E-18	1.29E-18	9.72E-19
7.96E-19	9.13E-19	1.53E-18	2.84E-18	4.46E-18	5.73E-18	6.10E-18	5.59E-18
4.56E-18	3.42E-18	2.41E-18	1.62E-18	1.06E-18	6.83E-19	4.32E-19	2.71E-19
1.69E-19	1.04E-19	6.40E-20	3.93E-20	2.41E-20	1.48E-20	9.06E-21	5.56E-21
3.41E-21	2.09E-21	1.29E-21					
1.78E-18	1.48E-18	7.40E-17	3.02E-18	2.70E-18	1.81E-18	1.34E-18	9.95E-19
8.06E-19	9.03E-19	1.47E-18	2.66E-18	4.13E-18	5.27E-18	5.60E-18	5.13E-18
4.18E-18	3.14E-18	2.21E-18	1.49E-18	9.78E-19	6.28E-19	3.97E-19	2.49E-19
1.55E-19	9.54E-20	5.86E-20	3.59E-20	2.20E-20	1.35E-20	8.25E-21	5.06E-21
3.10E-21	1.90E-21	1.17E-21					
1.78E-18	1.48E-18	1.89E-16	3.24E-18	2.99E-18	1.92E-18	1.40E-18	1.03E-18
8.21E-19	8.94E-19	1.40E-18	2.47E-18	3.79E-18	4.81E-18	5.09E-18	4.66E-18
3.80E-18	2.85E-18	2.01E-18	1.36E-18	8.94E-19	5.75E-19	3.64E-19	2.28E-19
1.42E-19	8.77E-20	5.38E-20	3.30E-20	2.02E-20	1.24E-20	7.58E-21	4.65E-21
2.85E-21	1.75E-21	1.07E-21					
1.78E-18	1.48E-18	1.12E-17	4.43E-18	3.10E-18	2.09E-18	1.48E-18	1.07E-18
8.41E-19	8.88E-19	1.33E-18	2.28E-18	3.45E-18	4.34E-18	4.58E-18	4.19E-18
3.42E-18	2.57E-18	1.81E-18	1.23E-18	8.08E-19	5.20E-19	3.30E-19	2.08E-19
1.29E-19	8.00E-20	4.92E-20	3.02E-20	1.85E-20	1.14E-20	6.96E-21	4.27E-21
2.62E-21	1.61E-21	9.89E-22					
1.78E-18	1.48E-18	6.31E-18	6.04E-18	3.37E-18	2.30E-18	1.58E-18	1.12E-18
8.68E-19	8.86E-19	1.27E-18	2.11E-18	3.13E-18	3.90E-18	4.10E-18	3.73E-18
3.04E-18	2.28E-18	1.62E-18	1.10E-18	7.21E-19	4.65E-19	2.96E-19	1.86E-19
1.16E-19	7.20E-20	4.43E-20	2.73E-20	1.68E-20	1.03E-20	6.33E-21	3.89E-21
2.40E-21	1.47E-21	9.07E-22					
1.78E-18	1.48E-18	8.66E-18	7.18E-18	3.93E-18	2.56E-18	1.71E-18	1.19E-18
9.01E-19	8.88E-19	1.22E-18	1.95E-18	2.84E-18	3.50E-18	3.66E-18	3.32E-18
2.70E-18	2.02E-18	1.43E-18	9.70E-19	6.39E-19	4.12E-19	2.62E-19	1.65E-19
1.04E-19	6.41E-20	3.95E-20	2.43E-20	1.50E-20	9.22E-21	5.68E-21	3.50E-21
2.15E-21	1.33E-21	8.18E-22					
1.77E-18	1.48E-18	1.14E-17	9.08E-18	4.67E-18	2.92E-18	1.89E-18	1.28E-18
9.46E-19	8.97E-19	1.18E-18	1.81E-18	2.58E-18	3.14E-18	3.25E-18	2.94E-18
2.39E-18	1.79E-18	1.26E-18	8.56E-19	5.64E-19	3.64E-19	2.32E-19	1.46E-19
9.16E-20	5.67E-20	3.50E-20	2.16E-20	1.33E-20	8.18E-21	5.04E-21	3.11E-21
1.92E-21	1.18E-21	7.28E-22					
1.77E-18	1.47E-18	5.45E-17	1.00E-17	6.08E-18	3.42E-18	2.14E-18	1.40E-18
1.01E-18	9.14E-19	1.14E-18	1.67E-18	2.32E-18	2.80E-18	2.87E-18	2.58E-18
2.09E-18	1.56E-18	1.11E-18	7.50E-19	4.94E-19	3.20E-19	2.04E-19	1.29E-19
8.06E-20	5.00E-20	3.09E-20	1.90E-20	1.17E-20	7.23E-21	4.46E-21	2.75E-21
1.70E-21	1.05E-21	6.46E-22					
1.75E-18	1.46E-18	3.87E-17	1.52E-17	7.69E-18	4.19E-18	2.48E-18	1.57E-18
1.09E-18	9.40E-19	1.11E-18	1.54E-18	2.09E-18	2.47E-18	2.51E-18	2.24E-18
1.81E-18	1.35E-18	9.56E-19	6.49E-19	4.28E-19	2.77E-19	1.77E-19	1.12E-19
7.02E-20	4.36E-20	2.70E-20	1.66E-20	1.03E-20	6.34E-21	3.91E-21	2.42E-21
1.50E-21	9.24E-22	5.72E-22					
1.70E-18	1.43E-18	4.72E-17	2.36E-17	1.03E-17	5.29E-18	2.95E-18	1.78E-18
1.19E-18	9.76E-19	1.08E-18	1.42E-18	1.86E-18	2.16E-18	2.18E-18	1.94E-18
1.56E-18	1.16E-18	8.18E-19	5.55E-19	3.66E-19	2.37E-19	1.52E-19	9.61E-20
6.04E-20	3.76E-20	2.32E-20	1.44E-20	8.88E-21	5.49E-21	3.40E-21	2.10E-21
1.30E-21	8.07E-22	5.00E-22					
1.61E-18	1.36E-18	2.03E-16	3.17E-17	1.49E-17	6.80E-18	3.59E-18	2.06E-18
1.31E-18	1.02E-18	1.06E-18	1.31E-18	1.66E-18	1.89E-18	1.88E-18	1.66E-18
1.33E-18	9.88E-19	6.96E-19	4.72E-19	3.12E-19	2.02E-19	1.29E-19	8.18E-20
5.14E-20	3.20E-20	1.98E-20	1.23E-20	7.59E-21	4.70E-21	2.91E-21	1.80E-21
1.12E-21	6.94E-22	4.31E-22					
1.43E-18	1.23E-18	1.26E-16	5.68E-17	2.02E-17	8.93E-18	4.38E-18	2.39E-18
1.46E-18	1.07E-18	1.03E-18	1.21E-18	1.46E-18	1.63E-18	1.60E-18	1.41E-18
1.12E-18	8.35E-19	5.88E-19	3.99E-19	2.63E-19	1.70E-19	1.09E-19	6.92E-20
4.36E-20	2.71E-20	1.68E-20	1.04E-20	6.43E-21	3.98E-21	2.47E-21	1.53E-21
9.51E-22	5.91E-22	3.67E-22					
1.17E-18	1.02E-18	3.81E-16	7.86E-17	2.91E-17	1.15E-17	5.31E-18	2.74E-18
1.59E-18	1.11E-18	9.92E-19	1.08E-18	1.25E-18	1.36E-18	1.33E-18	1.16E-18
9.28E-19	6.90E-19	4.87E-19	3.31E-19	2.19E-19	1.42E-19	9.12E-20	5.80E-20
3.66E-20	2.28E-20	1.41E-20	8.75E-21	5.42E-21	3.36E-21	2.09E-21	1.30E-21
8.05E-22	5.01E-22	3.12E-22					
8.68E-19	7.64E-19	8.52E-16	1.12E-16	4.04E-17	1.45E-17	6.25E-18	3.03E-18
1.67E-18	1.09E-18	9.02E-19	9.09E-19	9.90E-19	1.05E-18	1.01E-18	8.81E-19
7.05E-19	5.27E-19	3.75E-19	2.57E-19	1.72E-19	1.13E-19	7.30E-20	4.69E-20
2.98E-20	1.87E-20	1.17E-20	7.27E-21	4.52E-21	2.81E-21	1.75E-21	1.09E-21
6.78E-22	4.22E-22	2.63E-22					
6.33E-19	5.48E-19	6.69E-16	1.79E-16	5.30E-17	1.81E-17	7.15E-18	3.22E-18
1.66E-18	1.00E-18	7.46E-19	6.80E-19	6.89E-19	6.96E-19	6.56E-19	5.69E-19
4.56E-19	3.43E-19	2.47E-19	1.72E-19	1.17E-19	7.80E-20	5.16E-20	3.38E-20
2.20E-20	1.41E-20	8.94E-21	5.66E-21	3.57E-21	2.25E-21	1.42E-21	8.90E-22
5.58E-22	3.50E-22	2.19E-22					
5.18E-19	4.31E-19	1.00E-15	2.69E-16	7.38E-17	2.33E-17	8.42E-18	3.49E-18
1.64E-18	8.85E-19	5.77E-19	4.61E-19	4.23E-19	4.01E-19	3.64E-19	3.10E-19
2.46E-19	1.85E-19	1.34E-19	9.42E-20	6.50E-20	4.42E-20	2.99E-20	2.01E-20
1.34E-20	8.80E-21	5.75E-21	3.74E-21	2.43E-21	1.57E-21	1.02E-21	6.54E-22
4.19E-22	2.68E-22	1.71E-22					
4.95E-19	3.97E-19	1.52E-15	3.90E-16	1.03E-16	3.07E-17	1.04E-17	4.07E-18
1.77E-18	8.56E-19	4.78E-19	3.22E-19	2.56E-19	2.21E-19	1.90E-19	1.56E-19
1.21E-19	9.02E-20	6.50E-20	4.58E-20	3.17E-20	2.18E-20	1.49E-20	1.01E-20
6.85E-21	4.59E-21	3.05E-21	2.03E-21	1.35E-21	8.99E-22	5.97E-22	3.95E-22
2.61E-22	1.72E-22	1.13E-22					
C--------	---------	---------	---------	---------	---------	---------	---------
C							
C  PHOTON	EMISSIVI	TY COEFFI	CIENTS:				
C							
C							
C  INFORM	ATION						
C  ------	-----						
C							
C  NUCLEA	R CHARGE	7					
C  ION CH	ARGE +1	2					
C							
C  SPECIF	IC ION FI	LE  : /ho	me/adas/a	das/adf04	/adas#7/c	op98#7_ls	#n1.dat
C  EXPANS	ION FILE	: /ho	me/asg/ad	as_dev/ad	as/adf18/	a17_p208/	exp96#c/exp96#c_n1ls.dat
C							
C  No ion	isation d	ata has b	een inclu	ded			
C							
C  OPTION	S  : LNOR	M=T  LPSE	L=F  LZSE	L=F  LIOS	EL=T		
C	LHSE	L=F  LRSE	L=T  LISE	L=F  LNSE	L =T		
C							
C							
C   Confi	guration		(2s+1)l(	w-1/2)	En	ergy (cm*	*-1)
C     1	2S2 2P2		(3)1(	4.0)		0	
C     2	2S2 2P2		(1)2(	2.0)	152	27.3	
C     3	2S2 2P2		(1)0(	0.0)	325	99.9	
C     4	2S1 2P3		(5)0(	2.0)	466	95.7	
C     5	2S1 2P3		(3)2(	7.0)	921	57.7	
C     6	2S1 2P3		(3)1(	4.0)	1091	31.6	
C     7	2S1 2P3		(1)2(	2.0)	1440	99	
C     8	2S1 2P3		(3)0(	1.0)	1550	37.8	
C     9	2S2 2P1	3S1	(3)1(	4.0)	1489	23.5	
C    10	2S2 2P1	3S1	(1)1(	1.0)	1490	98.9	
C    11	2S1 2P3		(1)1(	1.0)	1666	76.8	
C    12	2S2 2P1	3P1	(1)1(	1.0)	1645	21.9	
C    13	2S2 2P1	3P1	(3)2(	7.0)	1665	26.3	
C    14	2S2 2P1	3P1	(3)0(	1.0)	1688	3.3	
C    15	2S2 2P1	3P1	(3)1(	4.0)	1705	47.5	
C    16	2S2 2P1	3P1	(1)2(	2.0)	1741	23.1	
C    17	2S2 2P1	3P1	(1)0(	0.0)	1781	84.5	
C    18	2S2 2P1	3D1	(1)2(	2.0)	1870	2.5	
C    19	2S2 2P1	3D1	(3)3(	10.0)	1865	2.9	
C    20	2S2 2P1	3D1	(3)2(	7.0)	1873	82	
C    21	2S2 2P1	3D1	(3)1(	4.0)	1887	94.6	
C    22	2S2 2P1	3D1	(1)3(	3.0)	1892	46.3	
C    23	2S2 2P1	3D1	(1)1(	1.0)	1900	31.3	
C    24	2S2 2P1	4S1	(3)1(	4.0)	1965	63.8	
C    25	2S2 2P1	4S1	(1)1(	1.0)	1977	69.8	
C    26	2S2 2P1	4P1	(1)1(	1.0)	2020	81.7	
C    27	2S2 2P1	4P1	(3)2(	7.0)	2027	11	
C    28	2S2 2P1	4P1	(3)0(	1.0)	2034	48.8	
C    29	2S2 2P1	4P1	(3)1(	4.0)	2031	36	
C    30	2S2 2P1	4P1	(1)2(	2.0)	2052	61.3	
C    31	2S2 2P1	4P1	(1)0(	0.0)	2068	21.3	
C    32	2S2 2P1	4D1	(1)2(	2.0)	2098	36.9	
C    33	2S2 2P1	4D1	(3)3(	10.0)	2096	70.6	
C    34	2S2 2P1	4D1	(3)2(	7.0)	2101	88.5	
C    35	2S2 2P1	4D1	(3)1(	4.0)	2106	39.7	
C    36	2S2 2P1	4D1	(1)3(	3.0)	2110	14.7	
C    37	2S2 2P1	4F1	(3)3(	10.0)	2109	54.8	
C    38	2S2 2P1	4F1	(1)3(	3.0)	2109	67.4	
C    39	2S2 2P1	4D1	(1)1(	1.0)	2112	47.3	
C    40	2S2 2P1	4F1	(3)4(	13.0)	2112	42.7	
C    41	2S2 2P1	4F1	(3)2(	7.0)	2113	63.4	
C    42	2S2 2P1	4F1	(1)4(	4.0)	2113	13.1	
C    43	2S2 2P1	4F1	(1)2(	2.0)	2113	26.3	
C    44	1S2 2P4		(3)1(	4.0)	2202	6.7	
C    45	1S2 2P4		(1)2(	2.0)	2411	73.4	
C    46	1S2 2P4		(1)0(	0.0)	2652	76.9	
C							
C							
C							
C  ISEL	WAVELENGT	H       T	RANSITION		TYP	E   METAS	TABLE  IMET NMET  IP
C  ----	---------	-  ------	---------	---------	----  ---	--  -----	------ ---- ----  --
C   1.	5680.91	13(3)	2( 7.0)-	9(3)1(	4.0)  EXC	IT	T    1
C   2.	5738.09	13(3)	2( 7.0)-	10(1)1(	1.0)  EXC	IT	T    1
C   3.	5593.06	30(1)	2( 2.0)-	20(3)2(	7.0)  EXC	IT	T    1
C   4.	5547.33	31(1)	0( 0.0)-	21(3)1(	4.0)  EXC	IT	T    1
C   5.	5649.85	19(3)	3(10.0)-	14(3)0(	1.0)  EXC	IT	T    1
C   6.	5680.91	13(3)	2( 7.0)-	9(3)1(	4.0)  REC	OM See #7	_ls#n1            +T
C   7.	5738.09	13(3)	2( 7.0)-	10(1)1(	1.0)  REC	OM See #7	_ls#n1            +T
C   8.	5593.06	30(1)	2( 2.0)-	20(3)2(	7.0)  REC	OM See #7	_ls#n1            +T
C   9.	5547.33	31(1)	0( 0.0)-	21(3)1(	4.0)  REC	OM See #7	_ls#n1            +T
C  10.	5649.85	19(3)	3(10.0)-	14(3)0(	1.0)  REC	OM See #7	_ls#n1            +T
C							
C  CODE	: ADAS	208					
C  PRODUC	ER : Ales	sandra Gi	unta				
C  DATE	: 10/0	08-Dec					
C							
C--------	---------	---------	---------	---------	---------	---------	-----------------
